calf having been maimed lay 42
call date when prices are 51
call forth tears without end 320
call into play almost all 43
call upon miss bronte and 50
call upon their strength that 41
call your best friend and 61
came along down further and 91
came away from france with 42
came away from meetings with 48
came away well pleased with 46
came back from abroad and 144
came back from abroad with 43
came back from africa and 56
came back from africa with 75
came back from berlin and 47
came back from boston and 44
came back from canada and 65
came back from canada with 50
came back from church and 125
came back from church with 54
came back from dinner and 68
came back from dinner with 55
came back from england and 235
came back from england with 204
came back from europe and 363
came back from europe with 289
came back from france and 231
came back from france with 232
came back from london and 161
came back from london with 231
came back from mexico and 53
came back from mexico with 60
came back from moscow and 63
came back from moscow with 74
came back from munich with 68
came back from school and 532
came back from school for 125
came back from school one 99
came back from school she 65
came back from school that 177
came back from school with 172
came back from shopping and 75
came back from visiting her 73
came back from visiting his 95
came back into fashion and 87
came back into fashion for 46
came back into fashion with 111
came back into office and 48
came back more cheery than 41
came back much faster than 47
came back much sooner than 57
came back well pleased with 56
came down from albany and 88
came down from austin and 41
came down from boston and 110
came down from boston for 63
came down from boston with 49
came down from canada and 175
came down from canada with 55
came down from london and 437
came down from london for 287
came down from london one 76
came down from london that 42
came down from london with 252
came down from oxford and 143
came down from oxford with 120
came down more heavily and 46
came down much faster than 76
came down those stairs and 43
came forth from before him 2175
came forth from trunks and 41
came forth more lively and 48
came from deep inside and 66
came from deep inside her 474
came from deep inside him 328
came from deep inside his 177
came from just behind her 144
came from just behind him 66
came from many nations and 83
came from many places and 116
came from many states and 57
came from many tribes and 41
came from north africa and 366
came from north dakota and 41
came from other cities and 124
came from other places and 110
came from other states and 252
came from south africa and 420
came from south africa with 48
came from south dakota and 44
came from their belief that 178
came from their houses and 52
came from those groups who 40
came from west africa and 116
came here from england and 75
came here from europe and 103
came here from london with 65
came here last winter with 41
came home from abroad and 63
